8;m500;4;2;1486078344257_0029;23;16;434;18;112;101;362;4;254;296;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;5;1;1486078344257_0030;2;16;13;13;13;13;143;13;57;58;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T11:12:18;600,22
8;m500;5;2;1486078344257_0031;24;16;346;25;100;101;283;4;185;209;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;6;1;1486078344257_0032;2;16;10;3;7;7;173;16;62;53;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T11:22:22;468,71
8;m500;6;2;1486078344257_0033;23;16;210;27;91;99;143;4;75;87;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;7;1;1486078344257_0034;2;16;11;3;7;7;90;15;52;56;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T11:30:15;504,38
8;m500;7;2;1486078344257_0035;23;16;319;26;97;82;254;4;165;177;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;8;1;1486078344257_0036;2;16;11;10;11;11;100;13;54;54;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T11:38:44;559,8
8;m500;8;2;1486078344257_0037;23;16;361;20;102;108;298;4;200;240;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;9;1;1486078344257_0038;2;16;11;10;11;11;196;13;63;56;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T11:48:08;719,3
8;m500;9;2;1486078344257_0039;24;16;424;26;109;100;356;4;245;275;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;10;1;1486078344257_0040;2;16;18;10;14;14;97;15;54;57;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T12:00:12;609,78
8;m500;10;2;1486078344257_0041;23;16;410;27;112;115;342;4;234;273;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;1;1;1485784300641_0042;2;6;18;5;12;12;504;99;276;283;A,B,matrix1,matrix2;HASH_JOIN;2017-01-30T18:58:45;6753,27
3;m1000;1;2;1485784300641_0043;170;6;178;39;104;83;4950;34;628;50;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;2;1;1485784300641_0044;2;6;19;5;12;12;522;100;280;306;A,B,matrix1,matrix2;HASH_JOIN;2017-01-30T20:51:23;4833,38
3;m1000;2;2;1485784300641_0045;170;6;171;39;70;45;2928;28;370;54;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;3;1;1485784300641_0046;2;6;20;5;12;12;494;96;193;157;A,B,matrix1,matrix2;HASH_JOIN;2017-01-30T22:12:01;6292,35
3;m1000;3;2;1485784300641_0047;170;6;181;42;102;80;4782;34;608;54;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;4;1;1485784300641_0048;2;6;12;5;9;9;480;97;206;151;A,B,matrix1,matrix2;HASH_JOIN;2017-01-30T23:56:58;4530,89
3;m1000;4;2;1485784300641_0049;171;6;171;39;70;48;2939;30;377;57;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;5;1;1485784300641_0050;2;6;19;5;12;12;510;102;263;264;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T01:12:34;4648,27
3;m1000;5;2;1485784300641_0051;170;6;169;39;69;46;2905;30;375;55;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;6;1;1485784300641_0052;2;6;12;5;9;9;415;107;196;169;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T02:30:07;6624,39
3;m1000;6;2;1485784300641_0053;171;6;182;41;110;82;4861;30;629;99;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;7;1;1485784300641_0054;2;6;19;5;12;12;448;97;193;154;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T04:20:37;6479,12
3;m1000;7;2;1485784300641_0055;170;6;197;41;105;84;4968;40;631;54;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;8;1;1485784300641_0056;2;6;20;5;12;12;471;101;262;253;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T06:08:41;6678,09
3;m1000;8;2;1485784300641_0057;170;6;176;40;105;82;4910;32;620;52;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;9;1;1485784300641_0058;2;6;12;5;8;8;506;98;206;147;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T08:00:05;6471,59
3;m1000;9;2;1485784300641_0059;171;6;176;34;102;81;4833;31;613;48;C,multiplied_matrices;GROUP_BY,COMBINER;;
3;m1000;10;1;1485784300641_0060;2;6;12;5;9;9;507;99;190;155;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T09:48:02;6353,46
3;m1000;10;2;1485784300641_0061;170;6;169;41;103;83;4844;33;614;51;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;1;1;1485864406671_0002;2;8;24;5;15;15;526;97;305;295;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T12:11:53;3893,35
4;m1000;1;2;1485864406671_0003;170;8;209;37;75;79;2434;42;470;99;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;2;1;1485864406671_0004;2;8;13;13;13;13;469;98;214;148;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T13:16:51;5006,4
4;m1000;2;2;1485864406671_0005;171;8;179;40;109;96;3784;64;703;119;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;3;1;1485864406671_0006;2;8;15;15;15;15;471;102;225;159;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T14:40:22;4798,91
4;m1000;3;2;1485864406671_0007;171;8;180;30;102;92;3553;51;663;101;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;4;1;1485864406671_0008;2;8;20;5;12;12;529;86;291;302;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T16:00:28;5150,21
4;m1000;4;2;1485864406671_0009;171;8;215;41;107;85;3729;53;693;126;C,multiplied_matrices;GROUP_BY,COMBINER;;
4;m1000;5;1;1485864406671_0010;2;8;16;15;15;15;484;93;226;147;A,B,matrix1,matrix2;HASH_JOIN;2017-01-31T17:26:23;4985,63
4;m1000;5;2;1485864406671_0011;171;8;207;42;102;86;3512;50;653;120;C,multiplied_matrices;GROUP_BY,COMBINER;;
